domain_name,returned_record,record_type,v,p,pct,rua,ruf,sp,adkim,aspf,others,invalid_flags,config_v_p_order,config_v,config_p,config_pct,config_sp,raw_data
DUNELLEN-NJ.GOV,No,,,,,,,,,,,,,,,,,
KECHIKS.GOV,No,,,,,,,,,,,,,,,,,
CLAYELECTIONS.GOV,No,,,,,,,,,,,,,,,,,
MOHICAN-NSN.GOV,No,,,,,,,,,,,,,,,,,
GREENVILLECOUNTYSC.GOV,No,,,,,,,,,,,,,,,,,
MTPLEASANTWI.GOV,No,,,,,,,,,,,,,,,,,
NEWINGTONCT.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_agg@vali.email,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none;rua=mailto:dmarc_agg@vali.email;"""
MAJURY.GOV,No,,,,,,,,,,,,,,,,,
TOWNOFWELLESLEYMA.GOV,No,,,,,,,,,,,,,,,,,
WISCONSINDOT.GOV,Yes,TXT,DMARC1,none,,mailto:postmaster@wisconsin.gov,mailto:postmaster@wisconsin.gov,none,,,ri=3600 fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; sp=none; ri=3600; rua=mailto:postmaster@wisconsin.gov; ruf=mailto:postmaster@wisconsin.gov; fo=1"""
LOUISIANA.GOV,No,,,,,,,,,,,,,,,,,
SUMMITCOUNTYBOE.GOV,Yes,TXT,DMARC1,quarantine,,mailto:re+sficoeqfx0x@dmarc.postmarkapp.com,,reject,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; rua=mailto:re+sficoeqfx0x@dmarc.postmarkapp.com; sp=reject; fo=1"""
BOWMAR.GOV,No,,,,,,,,,,,,,,,,,
ROLLINGWOODTX.GOV,No,,,,,,,,,,,,,,,,,
TREASURY.FED.US,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
KANSASTAG.GOV,No,,,,,,,,,,,,,,,,,
ANTIOCHCACOMMISSION.GOV,No,,,,,,,,,,,,,,,,,
FENTRESSCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
DOUGLASCOUNTY-NE.GOV,No,,,,,,,,,,,,,,,,,
VOTEBYMAIL.GOV,Yes,TXT,DMARC1,none,100,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
GLACIERVIEWFIRE.GOV,No,,,,,,,,,,,,,,,,,
FRS.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarcreports@frb.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarcreports@frb.gov,mailto:reports@dmarc.cyber.dhs.gov"""
MILTONVT.GOV,No,,,,,,,,,,,,,,,,,
REGISTERTOVOTEFLORIDA.GOV,No,,,,,,,,,,,,,,,,,
SOMERVILLEMA.GOV,Yes,TXT,DMARC1,none,,"mailto:hnkiq4jz@ag.dmarcian.com,mailto:dmarc_agg@somervillema.gov",,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:hnkiq4jz@ag.dmarcian.com,mailto:dmarc_agg@somervillema.gov"""
VANMETERIA.GOV,No,,,,,,,,,,,,,,,,,
MANASSASVA.GOV,No,,,,,,,,,,,,,,,,,
MONTGOMERYCOUNTYIA.GOV,No,,,,,,,,,,,,,,,,,
TEXASONLINE.GOV,No,,,,,,,,,,,,,,,,,
BROOKHAVEN-MS.GOV,Yes,CNAME,,,,,,,,,,,,,,,,brookhaven-ms.gov.
CLIFTONHEIGHTSPA.GOV,Yes,TXT,DMARC1,quarantine,,,,reject,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; sp=reject;"""
FALLCREEKWI.GOV,No,,,,,,,,,,,,,,,,,
KENTCOUNTYMI.GOV,No,,,,,,,,,,,,,,,,,
USA250.GOV,No,,,,,,,,,,,,,,,,,
GLENDALE-WI.GOV,No,,,,,,,,,,,,,,,,,
ALTUSANDC.GOV,No,,,,,,,,,,,,,,,,,
VICTORYGARDENSNJ.GOV,No,,,,,,,,,,,,,,,,,
STEARNSCOUNTYMN.GOV,Yes,TXT,DMARC1,quarantine,100,mailto:x6tnhub7@ag.dmarcian.com,,none,,,ri=86400 ,,Valid,Valid,Valid,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=quarantine; pct=100; rua=mailto:x6tnhub7@ag.dmarcian.com; sp=none; ri=86400"""
MICHIGANIDC.GOV,Yes,TXT,DMARC1,quarantine,100,mailto:dmarcagg@makingtecheasy.com,mailto:dmarcforensics@makingtecheasy.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarcagg@makingtecheasy.com; ruf=mailto:dmarcforensics@makingtecheasy.com; fo=1"""
EAGLE-WI.GOV,No,,,,,,,,,,,,,,,,,
GRANTSPASSOREGON.GOV,Yes,TXT,DMARC1,quarantine,,mailto:rua+grantspassoregon.gov@dmarc.barracudanetworks.com,mailto:ruf+grantspassoregon.gov@dmarc.barracudanetworks.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; fo=1; rua=mailto:rua+grantspassoregon.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+grantspassoregon.gov@dmarc.barracudanetworks.com"""
TOWNSENDMA.GOV,No,,,,,,,,,,,,,,,,,
ASHEVILLENC.GOV,No,,,,,,,,,,,,,,,,,
ALTAVISTAVA.GOV,No,,,,,,,,,,,,,,,,,
CRST-NSN.GOV,No,,,,,,,,,,,,,,,,,
CLINTONCOUNTY-IA.GOV,No,,,,,,,,,,,,,,,,,
SBA.GOV,Yes,TXT,DMARC1,reject,100,"mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov","mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov",,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;pct=100;rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;ruf=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;fo=1"""
SANDYSPRINGSGAPOLICE.GOV,No,,,,,,,,,,,,,,,,,
POTTAWATTAMIECOUNTY-IA.GOV,No,,,,,,,,,,,,,,,,,
MASHPEEWAMPANOAGTRIBE-NSN.GOV,No,,,,,,,,,,,,,,,,,
CBONEWS.GOV,Yes,TXT,DMARC1,reject,,mailto:dmarc_agg@valigov.email,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email"""
TTLPLUS.GOV,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
NBRC.GOV,Yes,TXT,DMARC1,none,,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
TAMACOUNTYIOWA.GOV,No,,,,,,,,,,,,,,,,,
LPS.GOV,No,,,,,,,,,,,,,,,,,
CLEVELANDOHIO.GOV,No,,,,,,,,,,,,,,,,,
DONTSERVETEENS.GOV,Yes,TXT,DMARC1,reject,100,"mailto:reports@dmarc.cyber.dhs.gov, mailto:dmarcemails@ftc.gov",mailto:dmarcemails@ftc.gov,reject,,,rf=afrf ri=86400 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; sp=reject; rua=mailto:reports@dmarc.cyber.dhs.gov, mailto:dmarcemails@ftc.gov; ruf=mailto:dmarcemails@ftc.gov; rf=afrf; pct=100; ri=86400"""
TEWKSBURY-MA.GOV,No,,,,,,,,,,,,,,,,,
BUSH41LIBRARY.GOV,Yes,TXT,DMARC1,reject,,mailto:reports@dmarc.cyber.dhs.gov,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov"""
ALABAMAAG.GOV,Yes,CNAME,,,,,,,,,,,,,,,,alabamaag-gov-dmarc.alabama.gov.
ALABAMAAG.GOV,Yes,TXT,DMARC1,reject,100,"mailto:2bee4636@inbox.ondmarc.com, mailto:dmarc@alabama.gov","mailto:2bee4636@inbox.ondmarc.com, mailto:dmarc@alabama.gov",,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:2bee4636@inbox.ondmarc.com, mailto:dmarc@alabama.gov; ruf=mailto:2bee4636@inbox.ondmarc.com, mailto:dmarc@alabama.gov;"""
PHC-NSN.GOV,No,,,,,,,,,,,,,,,,,
CITYOFMERCED.GOV,No,,,,,,,,,,,,,,,,,
NORTHAMPTONMA.GOV,No,,,,,,,,,,,,,,,,,
CITYOFPIGEONFORGETN.GOV,Yes,TXT,DMARC1,quarantine,100,mailto:dmarc.reports@cityofpigeonforgetn.gov,mailto:dmarc.reports@cityofpigeonforgetn.gov,,,,fo=1 ri=3600 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; pct=100; fo=1; ri=3600; rua=mailto:dmarc.reports@cityofpigeonforgetn.gov; ruf=mailto:dmarc.reports@cityofpigeonforgetn.gov;"""
MAJORITYWHIP.GOV,No,,,,,,,,,,,,,,,,,
USCAVC.GOV,No,,,,,,,,,,,,,,,,,
GARLANDTX.GOV,Yes,TXT,DMARC1,none,100,mailto:postmaster@garlandtx.gov,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none;pct=100;rua=mailto:postmaster@garlandtx.gov"""
WESTMILTONOHIO.GOV,No,,,,,,,,,,,,,,,,,
ROCKHALLMD.GOV,No,,,,,,,,,,,,,,,,,
VACCINATEIOWA.GOV,No,,,,,,,,,,,,,,,,,
KENNEDY-CENTER.GOV,No,,,,,,,,,,,,,,,,,
BERTHOLD-ND.GOV,No,,,,,,,,,,,,,,,,,
NELSONVILLENY.GOV,No,,,,,,,,,,,,,,,,,
OTTAWAKS.GOV,No,,,,,,,,,,,,,,,,,
IRSAUCTIONS.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc-agg-feed@ofdp.irs.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarc-agg-feed@ofdp.irs.gov,mailto:reports@dmarc.cyber.dhs.gov"""
ROAMINGSHORESOH.GOV,No,,,,,,,,,,,,,,,,,
NAGB.GOV,No,,,,,,,,,,,,,,,,,
HAHIRAGA.GOV,Yes,TXT,,,,,,,,,,,,,,,,"""v=spf1 include:spf.protection.outlook.com -all"""
LAKEVILLEMNFIRE.GOV,No,,,,,,,,,,,,,,,,,
FWS.GOV,No,,,,,,,,,,,,,,,,,
NMLEGIS.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,,,,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
WASHMO.GOV,No,,,,,,,,,,,,,,,,,
RUSSELLSPOINT-OH.GOV,No,,,,,,,,,,,,,,,,,
PPIRS.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
NEMI.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov"""
LEESVILLELA.GOV,No,,,,,,,,,,,,,,,,,
FITNESS.GOV,Yes,TXT,DMARC1,reject,,"mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:hhs@ruf.agari.com,,,,fo=1 ri=3600 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:hhs@ruf.agari.com"""
KDHEKS.GOV,No,,,,,,,,,,,,,,,,,
JAMESCITYCOUNTYVA.GOV,No,,,,,,,,,,,,,,,,,
USGCRP.GOV,No,,,,,,,,,,,,,,,,,
SAVEOURHOMEAZ.GOV,No,,,,,,,,,,,,,,,,,
LEADVILLE-CO.GOV,No,,,,,,,,,,,,,,,,,
MANHASSETPARKDISTRICTNY.GOV,No,,,,,,,,,,,,,,,,,
BLAINETN.GOV,No,,,,,,,,,,,,,,,,,
OHIOCOUNTYIN.GOV,Yes,TXT,DMARC1,none,,,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none"""
COPIAHCOUNTYMS.GOV,No,,,,,,,,,,,,,,,,,
SHERIFFWASHINGTONCOUNTYMAINE.GOV,No,,,,,,,,,,,,,,,,,
ALABPP.GOV,No,,,,,,,,,,,,,,,,,
DAYTONOHIO.GOV,No,,,,,,,,,,,,,,,,,
TEANECKNJ.GOV,No,,,,,,,,,,,,,,,,,
DONALDSONVILLE-LA.GOV,No,,,,,,,,,,,,,,,,,
DANVILLEKY.GOV,No,,,,,,,,,,,,,,,,,
SPRINGHILLLOUISIANA.GOV,No,,,,,,,,,,,,,,,,,
TUMWATERWA.GOV,No,,,,,,,,,,,,,,,,,
SANMARCOSTX.GOV,Yes,TXT,DMARC1,quarantine,,,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine"""
LANDOVERHILLSMD.GOV,No,,,,,,,,,,,,,,,,,
HALLCOUNTYNE.GOV,Yes,TXT,DMARC1,reject,100,mailto:dmarc@hallcountyne.uriports.com,mailto:dmarc@hallcountyne.uriports.com,reject,s,s,fo=1:d:s ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; sp=reject; rua=mailto:dmarc@hallcountyne.uriports.com; ruf=mailto:dmarc@hallcountyne.uriports.com; fo=1:d:s; adkim=s; aspf=s; pct=100"""
WYOMINGMI.GOV,No,,,,,,,,,,,,,,,,,
LOUDOUNCOUNTYVA.GOV,No,,,,,,,,,,,,,,,,,
PRESERVEAMERICA.GOV,No,,,,,,,,,,,,,,,,,
STAFFORDNJ.GOV,No,,,,,,,,,,,,,,,,,
NDCOURTS.GOV,No,,,,,,,,,,,,,,,,,
MESQUITETX.GOV,No,,,,,,,,,,,,,,,,,
AZDO.GOV,No,,,,,,,,,,,,,,,,,
ARANSASCOUNTYTX.GOV,Yes,TXT,DMARC1,none,100,"mailto:5762b07620@rep.dmarcanalyzer.com,mailto:abuse@aransascounty.org",mailto:5762b07620@for.dmarcanalyzer.com,none,,,fo=1 rf=afrf ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; sp=none; rua=mailto:5762b07620@rep.dmarcanalyzer.com,mailto:abuse@aransascounty.org; ruf=mailto:5762b07620@for.dmarcanalyzer.com; fo=1; rf=afrf; pct=100; ri=86400"""
MARLBOROUGH-MA.GOV,No,,,,,,,,,,,,,,,,,
FEEDTHEFUTURE.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc@usaid.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarc@usaid.gov,mailto:reports@dmarc.cyber.dhs.gov"""
FLUNCLAIMEDPROPERTY.GOV,No,,,,,,,,,,,,,,,,,
STURGIS-SD.GOV,No,,,,,,,,,,,,,,,,,
FLORIDASUNSHINE.GOV,No,,,,,,,,,,,,,,,,,
BANKCUSTOMER.GOV,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
SCC-NSN.GOV,No,,,,,,,,,,,,,,,,,
VALLEYCOUNTYMT.GOV,Yes,TXT,DMARC1,none,,mailto:support@valleycountymt.gov,mailto:support@valleycountymt.gov,none,,,ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:support@valleycountymt.gov; ruf=mailto:support@valleycountymt.gov; sp=none; ri=86400"""
QUALITYFIRSTAZ.GOV,No,,,,,,,,,,,,,,,,,
MILANMO.GOV,No,,,,,,,,,,,,,,,,,
WOODSTOCKGA.GOV,No,,,,,,,,,,,,,,,,,
MERCERISLAND.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_agg@vali.email,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email"""
DELCITY.GOV,No,,,,,,,,,,,,,,,,,
FLU.GOV,Yes,TXT,DMARC1,reject,,"mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:hhs@ruf.agari.com,,,,fo=1 ri=3600 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:hhs@ruf.agari.com"""
SARANACLAKENY.GOV,No,,,,,,,,,,,,,,,,,
FLHEALTHCOVID19.GOV,No,,,,,,,,,,,,,,,,,
NEHALEM.GOV,No,,,,,,,,,,,,,,,,,
ROCKPORTMA.GOV,No,,,,,,,,,,,,,,,,,
STJOHNSAZ.GOV,No,,,,,,,,,,,,,,,,,
FLHEALTHSOURCE.GOV,Yes,TXT,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,,,rf=afrf ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400"""
CAPECOD-MA.GOV,No,,,,,,,,,,,,,,,,,
MADISONCOUNTYTN.GOV,Yes,TXT,DMARC1,reject,,mailto:tech@madisoncountytn.gov,mailto:tech@madisoncountytn.gov,reject,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:tech@madisoncountytn.gov;ruf=mailto:tech@madisoncountytn.gov;sp=reject"""
VACINES.GOV,No,,,,,,,,,,,,,,,,,
WESTMINSTERMD.GOV,No,,,,,,,,,,,,,,,,,
DELTAMI.GOV,No,,,,,,,,,,,,,,,,,
OAKLANDFL.GOV,No,,,,,,,,,,,,,,,,,
SMITHCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
NORFOLKNE.GOV,No,,,,,,,,,,,,,,,,,
BEDFORDCHARTERTWPMI.GOV,No,,,,,,,,,,,,,,,,,
INDIANOLAMS.GOV,No,,,,,,,,,,,,,,,,,
TNDAGC.GOV,No,,,,,,,,,,,,,,,,,
RINCON-NSN.GOV,Yes,TXT,DMARC1,none,,mailto:itdept@rincon-nsn.gov,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:itdept@rincon-nsn.gov"""
MARIONCOUNTYKY.GOV,Yes,TXT,DMARC1,reject,100,mailto:ryan.burdette@marioncountyky.gov,,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:ryan.burdette@marioncountyky.gov"""
TIME.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcruf@nist.gov,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcruf@nist.gov"""
SUFFOLKCOUNTYNY.GOV,Yes,TXT,DMARC1,none,,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:DKIM@suffolkcountyny.gov","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:DKIM@suffolkcountyny.gov",,,,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:DKIM@suffolkcountyny.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:DKIM@suffolkcountyny.gov"""
PRESIDIOTRUST.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov"""
DEVAZDHS.GOV,No,,,,,,,,,,,,,,,,,
NJMVC.GOV,Yes,TXT,DMARC1,reject,,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
CASCADECOUNTYMT.GOV,Yes,TXT,DMARC1,reject,100,mailto:tech_lt@cascadecountymt.gov,mailto:tech_lt@cascadecountymt.gov,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:tech_lt@cascadecountymt.gov; ruf=mailto:tech_lt@cascadecountymt.gov; fo=1; pct=100"""
REDMONDOREGON.GOV,Yes,TXT,DMARC1,quarantine,100,mailto:dmarc@redmondoregon.gov,mailto:dmarc@redmondoregon.gov,,,,ri=84600 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@redmondoregon.gov; ruf=mailto:dmarc@redmondoregon.gov; ri=84600;"""
SHAKOPEEMN.GOV,Yes,CNAME,,,,,,,,,,,,,,,,shakopeemn.gov.hosted.dmarc-report.com.
LOWNDESCOUNTYGA.GOV,No,,,,,,,,,,,,,,,,,
DOUGLASCOUNTYNV.GOV,No,,,,,,,,,,,,,,,,,
POQUOSON-VA.GOV,No,,,,,,,,,,,,,,,,,
NORTHREADINGMA.GOV,Yes,TXT,DMARC1,none,100,mailto:technology@northreadingma.gov,mailto:technology@northreadingma.gov,none,,,rf=afrf ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; sp=none; rua=mailto:technology@northreadingma.gov; ruf=mailto:technology@northreadingma.gov; rf=afrf; pct=100; ri=86400"""
NORTHSIOUXCITY-SD.GOV,No,,,,,,,,,,,,,,,,,
MILLSTONENJ.GOV,Yes,TXT,DMARC1,none,,,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none"""
SAVINGSBONDWIZARD.GOV,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
LEBANONOHIO.GOV,No,,,,,,,,,,,,,,,,,
KIDCENTRALTENNESSEE.GOV,No,,,,,,,,,,,,,,,,,
SYRACUSEKS.GOV,No,,,,,,,,,,,,,,,,,
RIVERSIDEOH.GOV,No,,,,,,,,,,,,,,,,,
APPLEVALLEYMN.GOV,Yes,TXT,DMARC1,none,100,,mailto:abuse@applevalleymn.gov,,,,fo=0:1:d:s ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; ruf=mailto:abuse@applevalleymn.gov; fo=0:1:d:s; pct=100"""
CENTRECOUNTYPA.GOV,No,,,,,,,,,,,,,,,,,
TOWNOFHULBERTOK.GOV,No,,,,,,,,,,,,,,,,,
COLUMBUSOHIO.GOV,No,,,,,,,,,,,,,,,,,
HISPANICHERITAGEMONTH.GOV,No,,,,,,,,,,,,,,,,,
MORRISCOUNTYNJ.GOV,No,,,,,,,,,,,,,,,,,
CLINTON-ME.GOV,No,,,,,,,,,,,,,,,,,
NEWBRIGHTONMN.GOV,No,,,,,,,,,,,,,,,,,
NEWORLEANSLA.GOV,No,,,,,,,,,,,,,,,,,
PHOENIXMUNICIPALCOURT.GOV,No,,,,,,,,,,,,,,,,,
PITTSBURGHPA.GOV,Yes,CNAME,,,,,,,,,,,,,,,,web.wip.pittsburghpa.gov.
SITEIDIQ.GOV,No,,,,,,,,,,,,,,,,,
PULLMAN-WA.GOV,Yes,TXT,DMARC1,none,,,mailto:postmaster@pullman-wa.gov,,,s,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none;ruf=mailto:postmaster@pullman-wa.gov;fo=1;aspf=s"""
